scenathon_id,pathway,country_id,country,tradeajustment,iteration,submission_id,year,gdp,population,kcal_hist,kcal_targ,kcal_feas,fat_feas,prot_feas,kcal_mder,lnppmatureforest,lnppmatureotherland,patarget,agroecosh,protectedareasforest,protectedareasothernat,protectedareasother,oecmareas,calcbioscore,histcropland,histharvarea,histpasture,histurban,histforest,histotherland,calccropland,calcpasture,calcforest,calcnewforest,calcotherland,newotherland,calcurban,totalland,forestchange,newforestchange,netforestchange,histcropallco2e,histcropco2,histcropn2o,histcropch4,calccropallco2e,calccropn2o,calccropch4_ch4,calccropch4,calccropco2,histliveallco2e,histliven2o,histlivech4,calcliveallco2e,calclivech4_ch4,calclivech4,calcliven2o,calcallagrico2e,calcdeforco2,calcotherlucco2,calcsequestco2,calcsequestco3,calcalllandco2e,ghgbiofuels,histwfblue,calcwfblue,calcsequestaband,calcsequestaffor,calcfarmlabourfte,calcn_org,calcn_synth,histn_org,histn_synth,totalp,histp,lnppnewforest,lnppnewotherland,kcal_pou,pathway_id
16,CurrentTrends,1,ARG,No,4,495,2050,1030.880607,51.621175,0,2972.556997,2959.139033,120.5811776,105.2159938,1859.893281,77028.78075,161.5422469,,0.571166522,14683.949,179.201,7145.555,0,71.12667561,0,0,0,0,0,0,74395.53843,69461.83513,27119.3111,300,80559.21475,20868.15694,972.7236382,273676.78,-606.21432,0,-606.21432,22.86782576,0,20.127744,2.74008176,49.72026995,27.90316651,4.86E-02,1.321536229,20.49556721,142.0936897,30.9744708,111.1192189,127.6150222,3.695374205,100.5141784,27.10084382,174.3396372,46.0486005,99.88514474,-73.66652971,,72.26721553,-2.995654922,0,9069.891731,-71.26776365,-2.398766053,251.4753125,352.8295573,1662.69921,0,0,501.3443777,0,240,16694.52555,3096.816502,1
16,CurrentTrends,2,AUS,No,4,469,2000,873.304,19.017963,2308.907387,2308.907387,2297.822104,105.1931482,81.64755961,1857.919977,73277.241,441754.358,,0.184240332,17687.14,43549.492,25385.907,0,69.60095763,23769,21633.819,431700,0,131814.1,180946.9,23769,431700,131814.1,0,180143.432,0,803.4680028,768230,0,0,0,15.45317886,5.1249441,9.1462098,1.18202496,21.19225734,13.84367122,5.05E-02,1.374579261,5.974006854,110.3336886,32.23311,78.10057856,88.05757927,2.339627055,63.63785591,24.41972336,109.1447291,0,0,0,,0,-0.105107538,0,1227.699019,0,0,377.1742102,153.254851,1015.51401,151.1341797,951,423.3229637,1116.33865,0,63200.27278,2651.186961,1
16,CurrentTrends,2,AUS,No,4,469,2005,1027.25,20.171731,2429.232962,2429.232962,2418.982498,115.0528621,84.62478296,1861.829764,73277.241,441754.358,,0.184499316,17687.14,43549.492,25385.907,0,69.60095763,26742,23848.556,383488,0,130680.1,192400.9,26742,383488,131739.9858,0,180139.0491,45229.83967,891.1254535,768230,-74.11424862,0,-74.11424862,17.25030168,7.365842,9.4145688,0.46989088,17.45255875,11.37374903,2.39E-02,0.650064834,5.428744881,104.753777,30.3885309,74.36524608,85.52661271,2.278582328,61.97743933,23.54917338,102.895385,3.21057442,12.99692915,-28.34576253,,-12.13825896,-8.38E-02,0,794.0066749,-28.34576253,0,363.0137081,114.8690941,799.4391427,146.7774921,952.174,295.9017583,1041.7396,0,63200.27278,2784.96469,1
16,CurrentTrends,2,AUS,No,4,469,2010,1181.08,22.019168,2620.718998,2620.718998,2610.309859,123.8121395,98.43425393,1861.268164,73277.241,441754.358,,0.184124519,17687.14,43549.492,25385.907,0,69.60095763,25968,24667.992,350404,0,129546.1,240103.9,25968,350404,131735.1247,0,180134.1881,79000.34097,988.3462331,768230,-4.861038976,0,-4.861038976,17.894951,8.2152149,9.4761849,0.2035512,20.14311751,13.17801634,1.53E-02,0.417005961,6.548095217,90.18869712,25.702404,64.48629312,77.61926351,2.081932985,56.6285772,20.99068631,97.49483671,0.2241363,0.391088777,-49.50990146,,-48.89467638,-0.267544305,3891.997068,772.5508128,-49.50990146,0,374.8787152,133.6011677,884.7850508,143.3182405,981.787,314.2577839,823.64239,0,63200.27278,2993.635117,1
16,CurrentTrends,2,AUS,No,4,469,2015,1350.62,23.820236,2591.775856,2591.775856,2611.039173,128.6010784,96.39518948,1856.817726,73298.957,441680.496,,0.182780645,21405.331,83516.626,34381.051,0,69.60095763,31397,23691.272,316722,0,133094.5,269222.5,31397,316722,131735.1247,0,180128.513,107151.1886,1096.17369,768230,0,0,0,19.08860362,6.9054437,11.5556532,0.62750672,23.36185982,15.34182986,3.22E-02,0.874917988,7.145111976,92.99836126,26.4989907,66.49937056,79.72819604,2.137660386,58.14436249,21.58383356,102.8225116,0,23.95044573,-67.15217587,,-43.20173014,-0.267544305,3892.006686,881.1691593,-67.15217587,0,390.585802,147.6962905,1106.586202,149.073701,1302.762,356.3545622,928.05448,0,85720.95091,3004.869544,1
16,CurrentTrends,2,AUS,No,4,469,2020,1491.02,25.670051,2552.404805,2552.404805,2546.33956,124.121657,99.31846805,1859.316602,75808.23,429907.987,,0.182545278,27782.886,89904.061,38750.922,0,69.60095763,30996,20666.22,324779,0,134005.1,258194.9,30996,324779,131735.1247,0,172196.4816,107307.6287,1215.765,768230,0,0,0,19.22104232,7.9839912,11.1590388,0.07801232,18.78423506,12.68653066,9.91E-03,0.269683972,5.828020429,80.99541246,23.1843339,57.81107856,69.11344512,1.851513892,50.36117785,18.75226727,87.63013588,0,22.01087326,-62.28311929,,-40.27224602,-0.267544305,3892.006686,636.5000252,-62.28311929,0,327.1341288,132.0692297,967.8667273,138.520227,1337.593,316.3917262,957.50311,0,85846.10295,2932.366032,1
16,CurrentTrends,2,AUS,No,4,469,2025,2068.385261,29.52055865,0,2564.674875,2558.57772,126.8830089,98.47315121,1862.571734,75808.23,172121.4558,,0.186322761,27782.886,89904.061,38750.922,0,71.57298476,0,0,0,0,0,0,33194.56529,316191.3758,131735.1247,760,172121.4558,112885.8236,1341.65486,768230,0,760,760,0,0,0,0,20.92203257,14.11933195,1.32E-02,0.358751905,6.443948719,0,0,0,72.01785246,1.932835527,52.57312634,19.44472612,92.67234073,0,10.82433665,-72.78752731,,-61.96319066,-0.267544305,0,739.7521703,-65.77900139,-7.008525914,366.3121808,146.811562,1082.65285,0,0,363.6569247,0,608,90308.65885,2940.95461,1
16,CurrentTrends,2,AUS,No,4,469,2030,2363.106205,31.57416273,0,2570.80991,2564.734571,128.2657821,98.05220085,1864.878978,75808.23,172093.23,,0.33172727,27782.886,89904.061,38750.922,0,73.5450119,0,0,0,0,0,0,33046.88249,305302.9815,131735.1247,1000,172093.23,123584.2365,1467.544719,768230,0,240,240,11.94463656,0,11.1402564,0.80438016,20.88156419,14.09870061,1.34E-02,0.363769064,6.419094517,111.9673847,31.6870281,80.28035664,73.07408892,1.963210261,53.39931909,19.67476983,93.68810881,0,0.533068964,-81.70549394,,-81.17242498,-0.267544305,0,748.8800713,-72.48374932,-9.221744624,379.2389613,145.8240936,1073.572654,0,0,363.5486743,0,800,98867.38923,2945.289397,1
16,CurrentTrends,2,AUS,No,4,469,2035,2671.026799,33.3710663,0,2576.944945,2570.891702,129.6485718,97.63127611,1865.300011,75808.23,172063.2043,,0.492699743,27782.886,89904.061,38750.922,0,75.51703903,0,0,0,0,0,0,32834.42997,293260.5745,131735.1247,1260,172063.2043,135483.232,1593.434579,768230,0,260,260,0,0,0,0,20.76789804,14.03142059,0.013484651,0.366782511,6.369694942,0,0,0,73.73206432,1.982707096,53.929633,19.80243132,94.23241806,0,0.533068964,-91.56030642,,-91.02723746,-0.267544305,0,751.6469219,-79.9409082,-11.61939823,389.105249,144.4019584,1061.406214,0,0,362.2860857,0,1008,108386.5856,2949.624467,1
16,CurrentTrends,2,AUS,No,4,469,2040,2995.578721,35.42467038,0,2583.07998,2577.048794,131.0313553,97.21034924,1863.994649,75808.23,172034.9785,,0.655272223,27782.886,89904.061,38750.922,0,77.48906616,0,0,0,0,0,0,32698.74998,282394.7619,131735.1247,1500,172034.9785,146147.0605,1719.324438,768230,0,240,240,0,0,0,0,20.72967274,14.01437577,1.37E-02,0.371510354,6.343786618,0,0,0,74.59806866,2.007950965,54.61626625,19.98180241,95.0601971,0,0.533068964,-100.4565988,,-99.92352983,-0.267544305,0,757.8693224,-86.62398185,-13.83261694,400.877344,143.4943378,1053.065212,0,0,362.3056627,0,1200,116917.6484,2953.959499,1
16,CurrentTrends,2,AUS,No,4,469,2045,3336.645457,37.22157395,0,2583.07998,2577.044978,131.0310787,97.21001334,1861.711167,75808.23,172004.9527,,0.818931817,27782.886,89904.061,38750.922,0,79.4610933,0,0,0,0,0,0,32406.09606,272801.3239,131735.1247,1760,172004.9527,155677.2883,1845.214298,768230,0,260,260,0,0,0,0,20.54609453,13.89792169,1.37E-02,0.372660763,6.275512076,0,0,0,75.69149675,2.039395484,55.47155715,20.21993959,95.97004697,0,0.533068964,-108.8268929,,-108.293824,-0.267544305,0,761.418582,-92.59662239,-16.23027054,417.3835252,141.5347146,1037.442957,0,0,359.8804901,0,1408,124541.8306,2953.955688,1
16,CurrentTrends,2,AUS,No,4,469,2050,3694.7719,38.76177701,0,2583.07998,2577.041437,131.0308218,97.20970137,1859.598382,75808.23,171976.7269,,0.982517459,27782.886,89904.061,38750.922,0,81.43312043,0,0,0,0,0,0,32060.91825,262554.7465,131735.1247,2000,171976.7269,165931.3794,1971.104157,768230,0,240,240,13.26009422,0,12.2809323,0.97916192,20.30308397,13.7428741,1.37E-02,0.372055817,6.18815405,114.4124824,32.4080211,82.00446128,76.49486174,2.062928302,56.11164981,20.38321192,96.5304014,0,0.533068964,-117.4664009,,-116.9333319,-0.267544305,0,760.4197623,-99.02291163,-18.44348925,431.8343795,139.2237257,1019.349615,0,0,356.4375555,0,1600,132745.1035,2953.952151,1
16,CurrentTrends,3,BRA,No,4,506,2000,1186.42,175.87372,2591.256723,2591.256723,2588.42505,92.16857927,71.21495774,2052.806988,328195.78,51932.939,,0.602127727,210120.265,24241.364,13305.296,0,76.22591257,51748.924,61721.315,169747.8922,2465.302549,589854.9041,36835.53017,51748.924,170051.3452,589854.9041,0,36532.07716,0,2465.302549,850652.553,0,0,0,37.75595202,16.3516027,14.9032338,6.50111552,38.67059554,19.20458071,0.238815995,6.495795073,12.97021975,368.3053143,86.0155842,282.2897301,375.6348505,10.13381497,275.6397673,99.99508316,414.305446,0,0,0,,0,0,0,6540.953449,0,0,983.126941,982.9721577,1352.534766,1336.234852,1668,1338.207553,2338,0,0,2722.061477,1
16,CurrentTrends,3,BRA,No,4,506,2005,1368.46,186.797334,2776.198305,2776.198305,2773.637496,94.63112482,74.50268433,2070.388796,328195.78,51932.939,,0.598253277,210120.265,24241.364,13305.296,0,76.22591257,64216.479,66687.014,173388.6232,2735.67069,573108.8475,37202.93266,64216.479,173779.3047,573318.2006,0,36514.11984,0,2824.44889,850652.553,-16536.70343,0,-16536.70343,42.23076436,17.2753718,18.00981,6.94558256,50.12300183,28.04125692,0.255231331,6.942292205,15.1394527,446.6868975,104.8502637,341.8366338,457.3094888,12.3441242,335.7601783,121.5493104,507.4324906,1350.687776,1.23761829,-4.95E-14,,1351.925394,0,0,7055.590635,-4.95E-14,0,1089.596985,1237.566227,2198.178925,1521.144027,2200.28446,2054.861037,2879.51109,0,0,2926.029153,1
16,CurrentTrends,3,BRA,No,4,506,2010,1703.15,196.353492,2956.714651,2956.714651,2953.935635,103.2912414,90.09508667,2083.499787,328195.78,51932.939,,0.589531899,210120.265,24241.364,13305.296,0,76.22591257,65277.803,76434.188,177571.9719,2997.777812,565834.1855,38970.81486,65277.803,177821.9436,568049.7108,0,36267.17979,0,3235.915824,850652.553,-5268.489856,0,-5268.489856,46.95106016,20.9346882,21.1738254,4.84254656,58.33618415,31.46346204,0.35467594,9.647185562,17.22553655,458.3794532,111.5501751,346.8292781,463.3133771,12.4883258,339.6824618,123.6309153,521.6495612,430.3504065,8.399969593,0,,438.7503761,0,15299.97948,6705.598662,0,0,1010.566177,1248.347137,2646.393787,1734.837531,3091.46331,2437.28319,3307.59503,0,0,3110.93369,1
16,CurrentTrends,3,BRA,No,4,506,2015,1802.21,205.188205,2951.965394,2951.965394,2949.288912,113.3870394,91.36435896,2091.360046,327760.255,52070.397,,0.590618385,211047.928,24657.753,13424.726,0,76.22591257,76873.236,81811.47,171458.9421,3328.753084,559440.8636,39550.7582,76873.236,171800.7933,562191.9242,0,33115.83986,2963.434186,3707.32544,850652.553,-5857.786577,0,-5857.786577,53.10887218,25.021965,24.2741499,3.81275728,66.62294905,35.70515177,0.417719244,11.36196344,19.55583384,472.3553793,116.9583324,355.3970469,476.3966903,12.83827715,349.2011384,127.1955518,543.0196393,478.4878117,98.09739842,-11.68534464,,564.8998655,0,15299.97948,6007.516653,-11.68534464,0,985.123854,1130.698656,3202.174089,1710.84563,3502.21188,3078.367494,4323.01382,0,2370.747349,3099.527334,1
16,CurrentTrends,3,BRA,No,4,506,2020,1749.11,213.196304,2945.569357,2945.569357,2940.882976,125.1665293,90.57037056,2094.737624,327740.656,51640.965,,0.604307937,215014.864,25433.864,13586.338,0,76.22591257,83363.574,106075.631,168958.3423,3565.819756,555728.114,39036.7029,83363.574,169253.6334,558374.3587,0,31230.57096,4183.005651,4247.410212,850652.553,-3817.565455,0,-3817.565455,55.40934112,26.4246112,25.981956,3.00277392,76.66398469,47.56487479,0.328029548,8.922403717,20.17670618,492.3982621,133.4067189,358.9915432,483.1679986,13.0085159,353.8316325,129.336366,559.8319833,311.8575926,59.17744728,-16.78803165,,354.2470082,0,15299.97948,5449.995166,-16.78803165,0,978.0988286,861.2291953,4658.837529,1587.033796,5910.86603,4605.369318,7233.80979,0,3346.404521,3088.894905,1
16,CurrentTrends,3,BRA,No,4,506,2025,2003.076353,218.803058,0,3036.254172,3029.757093,124.9818169,94.43960626,2097.563456,323492.2442,25433.864,,0.609007506,215014.864,25433.864,13586.338,0,76.4094337,0,0,0,0,0,0,92577.63495,172766.5107,551136.3058,0,25433.864,4098.919357,4639.318153,850652.553,-7238.052906,0,-7238.052906,0,0,0,0,90.19118026,56.80491497,0.348745333,9.485873068,23.90039222,0,0,0,525.0732392,14.13493459,384.4702208,140.6030184,615.2644194,591.2144784,182.1333015,-10.05472385,,763.293056,0,0,5913.283709,-10.05472385,0,1092.708833,1014.76226,5438.241345,0,0,5335.441753,0,0,3279.135486,3184.395915,1
16,CurrentTrends,3,BRA,No,4,506,2030,2252.354684,223.908968,0,3126.938987,3119.770666,124.8250655,98.33294853,2097.385216,321492.2873,25433.864,,0.608757582,215014.864,25433.864,13586.338,0,76.5871403,0,0,0,0,0,0,97905.35493,173224.5823,547728.9634,0,25433.864,1328.562341,5031.226093,850652.553,-3407.342465,0,-3407.342465,27.5554255,0,22.7083311,4.8470944,98.95449657,62.85615501,0.369296083,10.04485347,26.05348809,546.2448254,150.0939804,396.150845,560.62684,15.09070219,410.4670995,150.1597404,659.5813365,278.3373723,86.19500613,-9.048919399,,355.4834591,0,0,6261.562711,-9.048919399,0,1192.500833,1112.635621,5967.753292,0,0,5767.344848,0,0,1062.849873,3281.061823,1
16,CurrentTrends,3,BRA,No,4,506,2035,2507.534881,227.705396,0,3217.623801,3165.406931,122.9449252,100.754746,2095.709293,319674.982,25433.864,,0.610254208,215014.864,25433.864,13586.338,0,76.76599786,0,0,0,0,0,0,101934.5917,173228.1573,544632.806,0,25433.864,0,5423.134033,850652.553,-3096.157406,0,-3096.157406,0,0,0,0,106.1812891,68.10899518,0.382002466,10.39046708,27.68182687,0,0,0,596.977066,16.06668536,437.0138418,159.9632242,703.1583552,252.9210215,41.72429119,-9.048919399,,285.5963933,0,0,6572.001043,-9.048919399,0,1268.132221,1204.049362,6438.054812,0,0,6192.660657,0,0,0,3330.998127,1
16,CurrentTrends,3,BRA,No,4,506,2040,2779.576481,230.132293,0,3308.308616,3236.973771,122.1428678,104.0126038,2093.141596,317640.2776,25433.864,,0.611544331,215014.864,25433.864,13586.338,0,76.94399577,0,0,0,0,0,0,106257.8755,170848.4305,541166.2639,0,25433.864,1150.672618,5795.446577,850652.553,-3466.542104,0,-3466.542104,0,0,0,0,113.7253436,73.51570661,0.396346982,10.78063791,29.4289991,0,0,0,627.0045311,16.87248173,458.9315029,168.0730282,740.7298747,283.172562,0.706845161,-13.86333363,,270.0160736,0,0,6848.235382,-13.86333363,0,1344.151678,1295.266303,6908.905801,0,0,6623.516208,0,0,920.5380945,3408.209839,1
16,CurrentTrends,3,BRA,No,4,506,2045,3131.037166,231.122502,0,3398.993431,3387.510306,124.2605869,109.9177483,2090.335595,315118.6311,25433.864,,0.611419286,215014.864,25433.864,13586.338,0,77.11076805,0,0,0,0,0,0,113662.6302,166191.8587,536870.1147,0,25433.864,2287.135566,6206.949914,850652.553,-4296.149145,0,-4296.149145,0,0,0,0,125.1371603,81.29569387,0.419852124,11.41997778,32.4214887,0,0,0,649.5763089,17.47747229,475.3872464,174.1890625,774.7134692,350.9335102,36.27476629,-23.43270884,,363.7755676,0,0,7133.07446,-23.43270884,0,1457.710948,1412.052897,7540.840843,0,0,7146.795218,0,0,1829.708453,3568.63205,1
16,CurrentTrends,3,BRA,No,4,506,2050,3553.365765,230.885725,0,3489.678246,3479.446507,124.1728445,113.8736558,2087.150675,313622.0947,25433.864,,0.61248276,215014.864,25433.864,13586.338,0,77.28580931,0,0,0,0,0,0,117972.7071,159798.1099,534320.4537,0,25433.864,6528.560493,6598.857854,850652.553,-2549.661039,0,-2549.661039,30.91604716,0,26.038467,4.87758016,132.6120196,86.67656757,0.432798839,11.77212842,34.16332364,591.5020732,164.388315,427.1137582,665.243765,17.89660939,486.7877755,178.4559895,797.8557847,208.2853842,1.350514762,-41.26081788,,168.3750811,0,0,7338.036631,-41.26081788,0,1526.992626,1498.879361,7988.654919,0,0,7558.66514,0,0,5222.848395,3667.324266,1
16,CurrentTrends,5,CAN,No,4,479,2000,1163.71,30.683312,2737.102471,2737.102471,2720.914233,130.2885351,85.68233548,1871.321981,416837.906,250937.178,,0.138856844,44316.431,33630.176,22131.553,5495.609,90.78800678,41138,27539.056,20149,0,347801.97,487470.03,41138,20351.41315,347801.97,0,486488.7242,0,778.8925999,896559,0,0,0,30.87402918,15.9394206,14.8036161,0.13099248,29.50699724,14.22022153,4.58E-03,0.124604928,15.16217078,34.37803018,6.4102857,27.96774448,34.25654423,1.026082327,27.9094393,6.347104931,63.5970656,0,0,0,,0,-0.166475877,0,3079.659931,0,0,84.00750865,233.2466651,1501.507915,245.2034575,1564.348,303.2907557,570.532,0,4380.326946,3117.148043,1
16,CurrentTrends,5,CAN,No,4,479,2005,1321.66,32.215916,2705.337478,2705.337478,2692.143111,127.1833254,82.5096372,1878.074014,416837.906,250937.178,,0.136977227,44316.431,33630.176,22131.553,5495.609,90.78800678,39781,25674.155,43750,0,347562.09,487340.91,39781,44244.12584,344447.364,0,466547.8155,671.9079385,866.7867537,896559,-3354.606004,0,-3354.606004,31.22783312,15.1391522,15.961491,0.12718992,29.25340154,14.11794853,4.64E-03,0.126099431,15.00935358,38.23300334,7.2505251,30.98247824,38.8037099,1.162984678,31.63318323,7.170526668,67.92632676,113.0544014,80.01095257,0,,193.0653539,-0.13078468,0,2983.927919,0,0,80.94526915,258.2377227,1448.960654,260.4709235,1776.685,324.009822,693.121,0,4380.326946,3082.391785,1
